age,female,hisp,education,earnings,hours,weeks,union,uncov,region,race,marital,wage,college
48,0,0,13,29000,40,50,0,0,2,1,7,14.5,Non-college
35,1,0,13,33000,40,50,0,0,2,2,5,16.5,Non-college
54,1,0,12,22000,38,52,0,0,2,1,1,11.133603238866396,Non-college
31,0,0,16,90000,50,52,0,0,2,1,1,34.61538461538461,College
31,1,0,16,36000,50,52,0,0,2,1,1,13.846153846153847,College
38,0,0,20,29000,60,52,0,0,2,1,7,9.294871794871796,College
33,0,0,18,56000,40,52,0,0,2,1,7,26.923076923076923,College
26,1,0,13,30000,40,52,0,0,2,10,7,14.423076923076923,Non-college
26,1,0,16,65000,50,52,0,0,2,1,1,25,College
26,0,0,16,110000,75,52,0,0,2,1,1,28.205128205128204,College
31,1,0,12,38000,40,52,0,0,2,4,1,18.26923076923077,Non-college
31,0,0,13,53000,50,52,0,0,2,4,1,20.384615384615383,Non-college
28,1,0,13,36000,40,52,0,0,2,4,6,17.307692307692307,Non-college
36,0,0,13,29000,40,52,0,0,2,4,1,13.942307692307692,Non-college
45,0,0,16,104000,50,52,0,0,2,1,1,40,College
54,0,0,13,33000,40,52,0,0,2,1,7,15.865384615384615,Non-college
42,1,0,12,40000,40,52,0,0,2,1,1,19.23076923076923,Non-college
39,0,0,12,70000,40,52,0,0,2,1,1,33.65384615384615,Non-college
47,1,0,16,25900,40,52,0,0,2,1,7,12.451923076923077,College
51,0,0,16,83000,50,52,0,0,2,1,1,31.923076923076923,College
45,1,0,16,37000,40,52,0,0,2,1,1,17.78846153846154,College
53,0,0,18,64000,45,52,0,0,2,1,1,27.35042735042735,College
44,1,0,18,73000,40,52,0,0,2,1,1,35.09615384615385,College
57,1,0,12,50000,40,52,0,0,2,1,7,24.03846153846154,Non-college
31,0,1,16,50000,50,52,0,0,2,1,1,19.23076923076923,College
29,1,0,16,60000,50,52,0,0,2,1,1,23.076923076923077,College
39,0,0,18,30000,40,48,0,0,2,1,6,15.625,College
57,1,0,16,102000,55,52,0,0,2,1,3,35.66433566433567,College
62,1,0,12,22000,38,52,0,0,2,1,1,11.133603238866396,Non-college
35,1,0,16,38298,40,52,0,0,2,1,7,18.4125,College
45,0,0,20,70000,40,50,0,0,2,1,1,35,College
50,1,0,20,200000,50,52,0,0,2,1,1,76.92307692307692,College
47,0,0,12,135000,43,52,0,0,2,1,1,60.37567084078712,Non-college
44,1,1,12,45000,45,52,0,0,2,1,1,19.23076923076923,Non-college
39,0,0,12,31834,45,52,0,0,2,1,1,13.604273504273504,Non-college
38,0,0,16,75000,50,52,0,0,2,1,7,28.846153846153847,College
48,0,0,12,100000,40,52,0,0,2,1,1,48.07692307692308,Non-college
40,0,0,12,33000,40,52,0,0,2,1,1,15.865384615384615,Non-college
51,0,0,12,45000,42,52,0,0,2,1,5,20.604395604395606,Non-college
55,1,0,12,45000,40,52,0,0,2,1,5,21.634615384615383,Non-college
49,1,0,13,55000,40,52,0,0,2,1,5,26.442307692307693,Non-college
63,1,0,16,45000,40,52,0,0,2,1,5,21.634615384615383,College
59,0,0,20,200000,55,52,0,0,2,1,1,69.93006993006993,College
32,0,0,20,135000,55,52,0,0,2,1,1,47.2027972027972,College
49,0,0,11,54000,40,52,0,0,2,1,1,25.96153846153846,Non-college
40,1,0,13,45000,40,52,0,0,2,1,7,21.634615384615383,Non-college
45,0,0,13,41000,40,52,0,0,2,1,1,19.71153846153846,Non-college
23,0,0,16,38000,60,48,0,0,2,1,7,13.194444444444445,College
47,0,0,14,38000,40,52,0,0,2,1,1,18.26923076923077,Non-college
36,1,0,16,59664,40,52,0,0,2,1,7,28.684615384615384,College
30,0,0,16,50000,60,52,0,0,2,1,1,16.025641025641026,College
60,1,0,14,62000,40,52,0,0,2,1,5,29.807692307692307,Non-college
55,0,0,14,42855,40,52,0,0,2,1,1,20.603365384615383,Non-college
60,0,0,14,61000,40,52,0,0,2,1,1,29.326923076923077,Non-college
54,1,0,16,55000,45,52,0,0,2,1,1,23.504273504273506,College
33,0,0,14,61000,45,52,0,0,2,1,1,26.068376068376068,Non-college
33,1,0,18,57500,59,52,0,0,2,1,1,18.741851368970014,College
35,0,1,12,26000,40,52,0,0,2,1,1,12.5,Non-college
20,1,1,13,24000,40,52,0,0,2,1,7,11.538461538461538,Non-college
41,1,0,12,35000,40,52,0,0,2,1,1,16.826923076923077,Non-college
41,0,1,13,33000,40,52,0,0,2,1,1,15.865384615384615,Non-college
57,0,0,14,169000,65,52,0,0,2,1,1,50,Non-college
48,1,1,20,397063,40,52,0,0,2,1,1,190.8956730769231,College
60,1,0,12,30000,40,52,0,0,2,1,1,14.423076923076923,Non-college
56,0,0,13,114000,40,52,0,0,2,1,1,54.80769230769231,Non-college
34,0,0,13,54000,50,52,0,0,2,1,3,20.76923076923077,Non-college
42,0,0,14,58000,40,52,0,0,2,1,1,27.884615384615383,Non-college
35,0,0,14,66000,52,52,0,0,2,1,1,24.40828402366864,Non-college
61,0,0,16,75000,45,52,0,0,2,1,1,32.05128205128205,College
60,1,0,16,35000,40,52,0,0,2,1,1,16.826923076923077,College
23,0,0,13,23000,40,52,0,0,2,4,7,11.057692307692308,Non-college
43,1,0,13,22000,36,50,0,0,2,4,1,12.222222222222221,Non-college
35,0,0,13,75000,40,52,0,0,2,4,1,36.05769230769231,Non-college
45,0,0,12,34500,40,52,0,0,2,1,1,16.58653846153846,Non-college
45,0,0,14,53000,40,52,0,0,2,1,1,25.48076923076923,Non-college
40,0,0,16,85000,45,52,0,0,2,1,1,36.324786324786324,College
47,0,0,11,60000,40,52,0,0,2,1,1,28.846153846153847,Non-college
41,0,0,18,58075,45,52,0,0,2,1,1,24.818376068376068,College
42,1,0,16,57500,40,51,0,0,2,1,1,28.186274509803923,College
36,0,0,16,100000,40,52,0,0,2,4,1,48.07692307692308,College
39,1,0,18,78666,40,52,0,0,2,1,1,37.82019230769231,College
25,0,0,12,28000,38,52,0,0,2,2,7,14.17004048582996,Non-college
52,1,0,13,26000,40,52,0,0,2,2,1,12.5,Non-college
52,0,0,16,44000,40,52,0,0,2,2,1,21.153846153846153,College
58,1,0,12,22901,40,52,0,0,2,1,1,11.010096153846154,Non-college
22,1,0,12,15000,40,52,0,0,2,6,7,7.211538461538462,Non-college
42,0,0,12,32000,40,52,0,0,2,2,1,15.384615384615385,Non-college
41,1,0,13,40000,40,52,0,0,2,2,1,19.23076923076923,Non-college
47,1,1,11,18000,40,52,0,0,2,1,7,8.653846153846153,Non-college
45,0,0,16,90000,40,52,0,0,2,1,1,43.26923076923077,College
31,1,1,13,25000,40,52,0,0,2,1,7,12.01923076923077,Non-college
37,0,1,12,39000,40,52,0,0,2,1,1,18.75,Non-college
56,0,1,13,84000,45,52,0,0,2,3,1,35.8974358974359,Non-college
71,0,0,16,15000,40,52,0,0,2,1,1,7.211538461538462,College
34,0,0,16,100000,50,52,0,0,2,1,1,38.46153846153846,College
32,1,0,20,120000,45,49,0,0,2,1,1,54.42176870748299,College
42,0,0,16,110000,45,52,0,0,2,1,1,47.00854700854701,College
42,1,0,16,126000,40,52,0,0,2,1,5,60.57692307692308,College
41,0,1,12,50000,45,52,0,0,2,1,1,21.367521367521366,Non-college
20,1,0,12,16000,40,52,0,0,2,1,7,7.6923076923076925,Non-college
27,1,0,12,47000,70,52,0,0,2,1,7,12.912087912087912,Non-college
33,0,0,16,78000,40,52,0,0,2,1,1,37.5,College
41,0,0,16,101000,50,52,1,0,2,1,1,38.84615384615385,College
36,1,0,20,55000,45,52,0,0,2,1,7,23.504273504273506,College
31,0,0,14,40000,40,52,0,0,2,1,1,19.23076923076923,Non-college
28,1,0,18,37000,40,48,0,0,2,1,1,19.270833333333332,College
25,1,0,16,65000,50,52,0,0,2,1,1,25,College
26,0,0,16,25000,40,52,0,0,2,1,1,12.01923076923077,College
54,0,0,13,80000,40,52,0,0,2,1,1,38.46153846153846,Non-college
40,1,0,16,50000,40,52,0,0,2,1,1,24.03846153846154,College
59,0,0,14,102000,40,52,0,0,2,1,1,49.03846153846154,Non-college
49,1,0,18,93000,40,52,0,0,2,1,1,44.71153846153846,College
31,0,1,12,34000,40,52,0,0,2,5,1,16.346153846153847,Non-college
40,1,1,13,28000,40,52,0,0,2,1,1,13.461538461538462,Non-college
44,0,0,16,110000,48,52,0,0,2,1,1,44.07051282051282,College
45,1,0,16,65000,43,52,0,0,2,1,1,29.069767441860463,College
35,0,0,10,40000,40,52,0,0,2,1,1,19.23076923076923,Non-college
37,1,0,18,50000,40,52,0,0,2,1,1,24.03846153846154,College
57,0,0,14,62000,40,52,0,0,2,1,5,29.807692307692307,Non-college
31,1,0,18,45000,40,52,0,0,2,1,5,21.634615384615383,College
56,0,0,12,56000,40,52,0,0,2,1,5,26.923076923076923,Non-college
41,1,0,16,28000,40,52,0,0,2,1,5,13.461538461538462,College
43,1,0,18,40000,40,52,0,0,2,1,7,19.23076923076923,College
31,1,0,12,18000,40,52,0,0,2,1,1,8.653846153846153,Non-college
27,0,0,14,36000,60,52,0,0,2,1,1,11.538461538461538,Non-college
35,0,0,16,90000,50,52,0,0,2,1,1,34.61538461538461,College
40,0,0,16,83946,50,52,0,0,2,1,1,32.286923076923074,College
46,1,0,11,40000,40,52,0,0,2,3,1,19.23076923076923,Non-college
44,0,0,12,50000,40,52,0,0,2,1,1,24.03846153846154,Non-college
39,1,0,13,26000,40,52,0,0,2,1,1,12.5,Non-college
35,0,0,13,40000,45,52,0,0,2,1,1,17.094017094017094,Non-college
30,0,0,16,24000,60,52,0,0,2,1,1,7.6923076923076925,College
47,0,0,12,41000,40,52,0,0,2,1,1,19.71153846153846,Non-college
46,1,0,12,16000,40,52,0,0,2,1,1,7.6923076923076925,Non-college
39,0,0,18,97000,40,52,0,0,2,1,7,46.63461538461539,College
43,1,0,18,65000,42,52,0,0,2,1,1,29.761904761904763,College
41,0,0,18,95000,42,52,0,0,2,1,1,43.498168498168496,College
54,0,0,20,59000,45,52,0,0,2,1,1,25.213675213675213,College
53,1,0,16,28000,50,52,0,0,2,1,1,10.76923076923077,College
53,0,0,16,120000,40,52,0,0,2,1,1,57.69230769230769,College
37,0,0,12,73000,95,52,0,0,2,1,1,14.777327935222672,Non-college
55,1,0,16,52000,40,52,0,0,2,1,1,25,College
52,0,0,16,38000,40,52,0,0,2,1,1,18.26923076923077,College
55,0,0,12,22000,40,52,0,0,2,1,7,10.576923076923077,Non-college
39,1,0,16,78000,40,52,0,0,2,1,1,37.5,College
40,0,0,16,140000,40,52,0,0,2,1,1,67.3076923076923,College
38,1,0,18,100000,40,52,0,0,2,1,1,48.07692307692308,College
59,1,0,12,118000,45,52,0,0,2,1,5,50.427350427350426,Non-college
65,0,0,12,100000,40,52,0,0,2,1,1,48.07692307692308,Non-college
49,0,0,12,140000,40,52,0,0,2,1,1,67.3076923076923,Non-college
51,0,0,13,56000,40,52,0,0,2,1,1,26.923076923076923,Non-college
39,0,0,18,76000,55,52,0,0,2,1,1,26.573426573426573,College
34,1,1,14,33000,45,52,0,0,2,1,5,14.102564102564102,Non-college
24,1,0,13,25000,40,52,0,0,2,1,7,12.01923076923077,Non-college
40,0,0,14,48000,40,52,0,0,2,1,1,23.076923076923077,Non-college
46,0,0,16,60500,50,52,0,0,2,1,1,23.26923076923077,College
42,1,0,14,95000,55,52,0,0,2,7,1,33.21678321678322,Non-college
40,0,0,13,110000,40,52,0,0,2,1,1,52.88461538461539,Non-college
36,0,0,16,48000,60,52,0,0,2,1,1,15.384615384615385,College
36,0,0,13,65000,40,52,0,0,2,1,1,31.25,Non-college
35,1,0,14,35000,50,52,0,0,2,1,1,13.461538461538462,Non-college
44,0,0,12,46445,40,52,0,0,2,1,1,22.329326923076923,Non-college
43,1,0,12,26000,40,52,0,0,2,1,1,12.5,Non-college
36,0,0,13,38000,45,52,0,0,2,1,1,16.23931623931624,Non-college
31,1,0,16,90000,50,52,0,0,2,1,5,34.61538461538461,College
29,1,0,12,35000,40,52,0,0,2,1,1,16.826923076923077,Non-college
33,0,1,8,25000,40,52,0,0,2,1,1,12.01923076923077,Non-college
46,0,0,12,33000,40,52,0,0,2,4,1,15.865384615384615,Non-college
44,1,0,12,30000,40,52,0,0,2,4,1,14.423076923076923,Non-college
41,0,0,14,54000,43,52,0,0,2,1,1,24.15026833631485,Non-college
39,0,0,16,42000,50,52,0,0,2,1,1,16.153846153846153,College
56,0,0,12,26000,40,52,0,0,2,1,1,12.5,Non-college
46,0,0,14,60000,40,52,0,0,2,1,1,28.846153846153847,Non-college
55,0,0,13,122946,50,52,0,0,2,1,5,47.286923076923074,Non-college
45,0,0,14,50000,45,52,0,0,2,1,1,21.367521367521366,Non-college
45,0,0,16,97000,40,52,0,0,2,1,1,46.63461538461539,College
47,1,0,16,35000,42,52,0,0,2,1,1,16.025641025641026,College
54,0,0,12,35000,40,52,0,0,2,1,1,16.826923076923077,Non-college
36,0,0,16,30000,55,52,0,0,2,1,1,10.48951048951049,College
31,0,0,16,41000,40,52,0,0,2,1,1,19.71153846153846,College
29,1,0,14,30000,40,52,0,0,2,1,1,14.423076923076923,Non-college
40,1,0,14,72500,38,52,0,0,2,1,1,36.69028340080972,Non-college
40,0,0,13,19800,40,52,0,0,2,1,1,9.51923076923077,Non-college
33,0,0,12,55000,50,52,0,0,2,1,1,21.153846153846153,Non-college
37,1,0,12,34000,40,52,0,0,2,1,1,16.346153846153847,Non-college
44,0,0,12,45000,45,52,0,0,2,1,1,19.23076923076923,Non-college
42,1,0,14,50000,40,52,0,0,2,1,1,24.03846153846154,Non-college
46,1,0,12,51600,44,52,0,0,2,1,1,22.552447552447553,Non-college
20,1,0,13,19000,52,52,0,0,2,1,7,7.0266272189349115,Non-college
24,1,0,14,25000,45,52,0,0,2,1,7,10.683760683760683,Non-college
66,0,0,12,54000,40,52,1,0,2,1,1,25.96153846153846,Non-college
68,1,0,13,34072,38,52,1,0,2,1,1,17.242914979757085,Non-college
36,0,0,14,54000,40,52,1,0,2,1,7,25.96153846153846,Non-college
71,1,0,16,50000,50,52,0,0,2,1,1,19.23076923076923,College
32,0,0,16,76195,40,52,0,0,2,1,1,36.63221153846154,College
26,1,0,16,28866,40,52,0,0,2,1,1,13.877884615384616,College
50,1,0,12,25000,40,52,0,0,2,1,5,12.01923076923077,Non-college
46,0,0,13,40000,40,52,0,0,2,1,7,19.23076923076923,Non-college
27,0,0,16,40000,40,52,0,0,2,1,7,19.23076923076923,College
29,0,0,16,40000,40,52,0,0,2,1,7,19.23076923076923,College
42,1,0,12,75000,40,52,0,0,2,1,1,36.05769230769231,Non-college
45,0,0,16,78000,46,52,0,0,2,1,5,32.608695652173914,College
51,0,0,16,190000,55,52,0,0,2,1,1,66.43356643356644,College
54,0,0,13,36000,40,52,0,0,2,7,1,17.307692307692307,Non-college
55,1,0,16,46000,40,52,0,0,2,1,1,22.115384615384617,College
54,1,0,12,70000,40,52,0,0,2,1,1,33.65384615384615,Non-college
36,0,0,12,48000,40,52,0,0,2,4,1,23.076923076923077,Non-college
34,1,0,12,40000,40,52,0,0,2,4,1,19.23076923076923,Non-college
47,1,0,13,83000,40,52,0,0,2,1,7,39.90384615384615,Non-college
44,1,0,12,28000,40,52,0,0,2,1,1,13.461538461538462,Non-college
46,0,0,14,49000,40,52,0,0,2,1,1,23.557692307692307,Non-college
52,1,0,16,83372,43,52,0,0,2,1,1,37.28622540250447,College
51,0,0,16,104560,55,52,0,0,2,1,1,36.55944055944056,College
24,1,0,12,36000,40,52,0,0,2,1,7,17.307692307692307,Non-college
27,0,0,14,51000,50,52,0,0,2,1,7,19.615384615384617,Non-college
26,1,0,16,41000,40,52,0,0,2,1,7,19.71153846153846,College
38,0,0,14,34000,40,52,0,0,2,4,1,16.346153846153847,Non-college
35,1,0,14,81000,40,52,0,0,2,1,1,38.94230769230769,Non-college
40,0,0,13,120000,40,52,0,0,2,3,1,57.69230769230769,Non-college
36,1,1,14,35000,40,52,0,0,2,3,1,16.826923076923077,Non-college
37,0,0,13,37000,40,52,0,0,2,1,7,17.78846153846154,Non-college
49,0,0,12,25000,40,52,1,0,2,1,7,12.01923076923077,Non-college
37,0,0,16,60000,45,52,0,0,2,1,7,25.641025641025642,College
29,1,0,18,52000,40,52,0,0,2,1,1,25,College
27,0,0,18,63000,40,52,0,0,2,1,1,30.28846153846154,College
44,0,0,16,83000,50,52,0,0,2,1,5,31.923076923076923,College
37,0,0,16,75000,45,52,0,0,2,1,1,32.05128205128205,College
40,1,0,18,90000,60,52,0,0,2,1,7,28.846153846153847,College
33,0,0,12,45000,40,52,0,0,2,2,1,21.634615384615383,Non-college
31,1,0,16,35000,40,52,0,0,2,1,7,16.826923076923077,College
58,1,0,12,52000,40,52,0,0,2,1,4,25,Non-college
31,1,1,14,33500,43,52,0,0,2,1,7,14.98211091234347,Non-college
34,1,0,18,43000,42,52,0,0,2,1,7,19.68864468864469,College
40,1,0,16,34000,40,52,0,0,2,1,5,16.346153846153847,College
50,0,0,14,80000,40,52,0,0,2,1,1,38.46153846153846,Non-college
42,1,0,12,40000,40,52,0,0,2,1,1,19.23076923076923,Non-college
41,0,0,12,45000,40,52,0,0,2,1,1,21.634615384615383,Non-college
34,0,0,16,40000,50,52,0,0,2,1,1,15.384615384615385,College
32,0,0,16,90000,50,52,0,0,2,1,1,34.61538461538461,College
31,1,0,16,100000,50,52,0,0,2,1,1,38.46153846153846,College
33,0,0,16,95000,40,52,0,0,2,4,1,45.67307692307692,College
30,0,0,14,108000,50,52,0,0,2,1,1,41.53846153846154,Non-college
36,0,1,13,26000,60,52,0,0,2,1,1,8.333333333333334,Non-college
37,1,1,16,19000,40,52,0,0,2,1,1,9.134615384615385,College
65,0,0,12,100000,40,49,0,0,2,1,1,51.02040816326531,Non-college
57,1,0,12,63000,45,52,0,0,2,1,1,26.923076923076923,Non-college
44,1,0,16,50000,36,52,0,0,2,1,1,26.70940170940171,College
58,1,0,18,74000,40,52,0,0,2,1,5,35.57692307692308,College
34,1,1,10,38000,40,52,0,0,2,1,1,18.26923076923077,Non-college
36,0,0,18,60000,40,52,0,0,2,1,1,28.846153846153847,College
28,1,0,16,30000,40,52,0,0,2,1,7,14.423076923076923,College
43,1,0,13,64000,38,52,0,0,2,1,5,32.388663967611336,Non-college
42,0,0,12,65000,40,52,0,0,2,1,1,31.25,Non-college
44,1,0,16,60000,40,52,0,0,2,1,1,28.846153846153847,College
44,0,0,14,60000,40,52,0,0,2,1,1,28.846153846153847,Non-college
31,0,0,18,45000,40,52,0,0,2,1,1,21.634615384615383,College
40,0,0,18,80000,40,52,0,0,2,2,1,38.46153846153846,College
38,1,0,16,30000,40,52,0,0,2,1,1,14.423076923076923,College
46,0,0,13,85000,70,52,0,0,2,1,1,23.35164835164835,Non-college
42,0,0,16,95000,45,52,0,0,2,1,1,40.598290598290596,College
34,0,0,16,40000,40,52,0,0,2,4,1,19.23076923076923,College
50,0,0,12,41600,40,52,0,0,2,4,1,20,Non-college
52,1,0,12,38080,36,52,0,0,2,4,1,20.34188034188034,Non-college
28,1,0,12,31200,40,52,0,0,2,4,3,15,Non-college
37,0,0,12,41600,40,52,0,0,2,4,3,20,Non-college
50,0,0,16,95000,45,52,0,0,2,4,1,40.598290598290596,College
35,0,0,16,92000,40,52,0,0,2,4,1,44.23076923076923,College
39,0,0,13,55000,40,52,0,0,2,1,5,26.442307692307693,Non-college
55,0,0,14,15000,40,50,0,0,2,1,1,7.5,Non-college
55,0,0,18,66000,40,52,0,0,2,1,1,31.73076923076923,College
59,1,0,14,25000,40,52,0,0,2,1,1,12.01923076923077,Non-college
38,0,0,14,86000,40,52,0,0,2,1,5,41.34615384615385,Non-college
47,0,0,18,63000,50,52,0,0,2,1,1,24.23076923076923,College
40,1,0,16,50000,40,52,0,0,2,1,1,24.03846153846154,College
43,0,0,14,50000,40,52,0,0,2,1,1,24.03846153846154,Non-college
39,1,0,14,74000,36,52,0,0,2,1,1,39.52991452991453,Non-college
36,0,0,16,100000,40,52,0,0,2,1,1,48.07692307692308,College
53,0,0,12,38000,70,52,0,0,2,1,1,10.43956043956044,Non-college
37,1,0,13,35000,40,52,0,0,2,1,1,16.826923076923077,Non-college
32,0,0,13,25000,40,52,0,0,2,1,7,12.01923076923077,Non-college
24,1,0,12,27000,40,52,0,0,2,1,7,12.98076923076923,Non-college
34,1,0,18,50000,50,52,0,0,2,1,1,19.23076923076923,College
39,0,0,16,60000,40,52,0,0,2,1,1,28.846153846153847,College
33,0,0,14,100000,40,52,0,0,2,1,1,48.07692307692308,Non-college
38,0,0,14,57000,45,52,0,0,2,1,1,24.358974358974358,Non-college
37,1,0,16,37104,38,48,0,0,2,1,1,20.342105263157894,College
39,0,0,20,175000,45,52,0,0,2,1,1,74.78632478632478,College
32,0,0,14,58000,40,52,0,0,2,1,1,27.884615384615383,Non-college
30,1,0,16,36000,40,52,0,0,2,1,1,17.307692307692307,College
36,0,0,18,108000,45,52,0,0,2,1,1,46.15384615384615,College
33,1,0,13,22300,36,52,0,0,2,1,1,11.912393162393162,Non-college
35,0,0,12,90000,50,52,0,0,2,1,1,34.61538461538461,Non-college
36,0,0,16,142946,40,52,0,0,2,1,1,68.72403846153846,College
32,0,0,13,93500,40,52,0,0,2,1,1,44.95192307692308,Non-college
62,1,0,14,55000,40,52,0,0,2,1,1,26.442307692307693,Non-college
60,0,0,12,389599,50,52,0,0,2,1,1,149.84576923076924,Non-college
30,1,0,16,42000,38,52,0,0,2,1,7,21.25506072874494,College
28,0,0,14,38000,40,52,0,0,2,1,1,18.26923076923077,Non-college
31,1,0,14,62000,40,52,0,0,2,1,1,29.807692307692307,Non-college
32,0,0,14,37000,40,52,0,0,2,1,1,17.78846153846154,Non-college
59,0,0,14,22500,40,52,0,0,2,1,1,10.817307692307692,Non-college
55,1,0,12,25000,40,52,0,0,2,1,1,12.01923076923077,Non-college
24,0,0,12,33800,40,52,0,0,2,1,1,16.25,Non-college
59,0,0,12,40300,50,52,0,0,2,1,1,15.5,Non-college
37,1,0,13,41000,40,52,0,0,2,1,1,19.71153846153846,Non-college
39,1,0,13,43000,40,52,0,0,2,1,6,20.673076923076923,Non-college
41,0,0,14,44000,40,52,0,0,2,1,1,21.153846153846153,Non-college
41,0,0,16,62000,38,52,0,0,2,1,5,31.37651821862348,College
37,0,0,16,120000,40,52,0,0,2,1,1,57.69230769230769,College
53,0,0,16,105000,45,52,0,0,2,1,5,44.87179487179487,College
34,1,0,14,35000,38,52,0,0,2,1,1,17.71255060728745,Non-college
41,0,0,14,47000,40,52,0,0,2,1,1,22.596153846153847,Non-college
40,0,0,14,32000,40,52,0,0,2,1,1,15.384615384615385,Non-college
28,1,0,14,26000,40,52,0,0,2,1,1,12.5,Non-college
31,1,0,12,40002,43,52,0,0,2,1,1,17.889982110912342,Non-college
32,0,0,14,78000,47,52,0,0,2,1,1,31.914893617021278,Non-college
29,0,0,16,115000,50,52,0,0,2,1,1,44.23076923076923,College
46,0,0,13,125000,55,52,0,0,2,1,1,43.70629370629371,Non-college
43,1,0,14,42000,45,52,0,0,2,1,1,17.94871794871795,Non-college
61,0,0,14,37800,50,52,0,0,2,1,6,14.538461538461538,Non-college
22,0,0,12,21000,40,52,0,0,2,1,7,10.096153846153847,Non-college
60,0,0,14,33650,40,52,0,0,2,1,1,16.177884615384617,Non-college
51,0,0,20,190000,50,52,0,0,2,1,1,73.07692307692308,College
44,1,0,16,32000,42,52,0,0,2,1,7,14.652014652014651,College
45,1,0,16,39500,40,52,0,0,2,1,4,18.990384615384617,College
53,0,0,14,42000,40,52,0,0,2,1,7,20.192307692307693,Non-college
50,0,0,16,140000,60,52,0,0,2,1,1,44.87179487179487,College
54,0,0,14,75000,60,52,0,0,2,1,1,24.03846153846154,Non-college
42,0,0,16,68000,45,52,0,0,2,1,7,29.05982905982906,College
47,0,0,14,70000,60,52,0,0,2,1,1,22.435897435897434,Non-college
66,0,0,16,30773,40,52,0,0,2,1,1,14.794711538461538,College
28,0,0,14,68000,48,52,0,0,2,1,1,27.243589743589745,Non-college
43,1,0,12,32000,40,52,0,0,2,1,1,15.384615384615385,Non-college
24,0,0,12,25000,40,52,0,0,2,1,7,12.01923076923077,Non-college
31,1,0,16,40000,50,52,0,0,2,1,1,15.384615384615385,College
47,0,0,12,25000,40,48,0,0,2,1,6,13.020833333333334,Non-college
43,0,0,16,90000,40,52,0,0,2,1,1,43.26923076923077,College
62,0,0,18,64000,50,52,0,0,2,1,1,24.615384615384617,College
38,0,0,14,37000,44,52,0,0,2,1,1,16.17132867132867,Non-college
35,1,0,14,31000,36,52,0,0,2,1,1,16.55982905982906,Non-college
34,0,0,13,43000,40,52,0,0,2,1,1,20.673076923076923,Non-college
29,0,0,13,28000,40,52,0,0,2,1,7,13.461538461538462,Non-college
35,0,0,13,67000,50,52,0,0,2,1,1,25.76923076923077,Non-college
37,1,0,20,105000,40,52,0,0,2,1,1,50.48076923076923,College
58,0,0,16,55000,45,52,0,0,2,1,7,23.504273504273506,College
25,0,0,12,50002,75,52,0,0,2,1,7,12.82102564102564,Non-college
31,1,0,16,30002,60,52,0,0,2,1,3,9.61602564102564,College
25,0,0,12,52004,40,52,0,0,2,1,7,25.001923076923077,Non-college
25,1,0,13,20562,40,52,0,0,2,1,5,9.885576923076924,Non-college
41,1,1,14,29000,40,52,0,0,2,1,5,13.942307692307692,Non-college
46,0,0,13,72000,40,48,0,0,2,1,1,37.5,Non-college
43,1,0,14,36000,40,52,0,0,2,1,1,17.307692307692307,Non-college
59,0,1,12,90000,60,52,0,0,2,1,1,28.846153846153847,Non-college
53,0,0,18,79000,41,52,0,0,2,1,1,37.05440900562852,College
53,1,0,16,58000,40,52,0,0,2,1,1,27.884615384615383,College
33,1,0,13,39000,45,52,0,0,2,1,1,16.666666666666668,Non-college
33,0,0,14,67500,65,52,0,0,2,1,1,19.97041420118343,Non-college
57,0,0,13,30000,40,52,0,0,2,1,1,14.423076923076923,Non-college
48,1,0,13,35000,54,52,0,0,2,1,1,12.464387464387464,Non-college
61,0,0,16,100000,40,52,0,0,2,1,1,48.07692307692308,College
34,0,0,14,80000,40,48,0,0,2,1,1,41.666666666666664,Non-college
30,1,0,16,50000,40,50,0,0,2,1,1,25,College
34,0,0,16,74200,45,52,0,0,2,1,1,31.70940170940171,College
30,0,0,16,85000,40,52,0,0,2,1,1,40.86538461538461,College
39,0,0,14,60000,36,52,0,0,2,1,1,32.05128205128205,Non-college
26,0,0,14,51946,42,52,0,0,2,1,7,23.784798534798536,Non-college
22,1,0,14,27600,45,52,0,0,2,1,7,11.794871794871796,Non-college
42,0,0,14,40000,40,52,0,0,2,1,1,19.23076923076923,Non-college
46,1,0,14,52000,40,52,0,0,2,1,5,25,Non-college
47,0,0,12,38000,40,52,0,0,2,1,7,18.26923076923077,Non-college
61,1,0,16,130000,40,52,0,0,2,1,1,62.5,College
57,0,0,16,90000,44,52,0,0,2,2,7,39.33566433566433,College
41,1,0,18,100000,70,52,0,0,2,1,7,27.47252747252747,College
48,0,0,16,76000,36,52,0,0,2,1,5,40.598290598290596,College
29,0,0,16,40000,40,52,0,0,2,1,7,19.23076923076923,College
51,0,0,13,77000,50,52,1,0,2,1,7,29.615384615384617,Non-college
41,1,0,18,148000,60,52,0,0,2,1,7,47.43589743589744,College
59,0,0,12,27000,40,52,0,0,2,1,5,12.98076923076923,Non-college
44,0,0,16,62000,40,52,0,0,2,1,1,29.807692307692307,College
40,0,0,18,105000,45,52,0,0,2,1,1,44.87179487179487,College
24,1,0,16,60000,36,52,0,0,2,1,1,32.05128205128205,College
24,0,0,16,32500,40,52,0,0,2,1,1,15.625,College
38,0,0,14,67000,45,52,0,0,2,1,1,28.632478632478634,Non-college
40,1,0,12,32000,40,50,0,0,2,1,1,16,Non-college
